target,pos,context,context_pos,freq,lmi,
night,NN,late,ADJ,37337,112554.362287908,
night,NN,of,P,194720,-16960.5210422586,
night,NN,on,P,196496,249219.5412084,
night,NN,spend,V,37872,116084.084928945,
night,NN,that,P,43053,-6587.66773232755,
night,NN,time,NN,21841,12771.5301133902,
night,NN,with,P,56755,1336.85435145203,
nightmare,NN,be,V,27347,20091.4184014006,
no-one,NN,be,V,27205,17369.7272635504,
nobody,NN,be,V,83035,46216.7286302438,
nobody,NN,have,V,40144,42223.013014786,
nobody,NN,know,V,26822,79826.649461443,
nobody,NN,that,P,29478,36279.1081435859,
node,NN,be,V,21346,1669.49485552879,
node,NN,of,P,22126,8421.6656166664,
noise,NN,be,V,47671,-7008.02153468224,
noise,NN,from,P,26744,37441.3346073513,
noise,NN,in,P,22258,-4507.77643492222,
noise,NN,make,V,28615,63299.0709416292,
noise,NN,of,P,65519,28666.6435066196,
nomination,NN,for,P,28520,54692.0213254991,
none,NN,be,V,108999,37889.6717121206,
none,NN,have,V,48083,36119.4488776678,
none,NN,of,P,405580,782005.768978339,
none,NN,other,ADJ,22037,41713.0059347988,
none,NN,than,P,22947,43432.9710879805,
noon,NN,at,P,25474,78769.48929451,
norm,NN,be,V,32553,18790.5568528087,
norm,NN,of,P,24644,13934.1237952967,
north,NN,from,P,20069,38727.6824584183,
north,NN,in,P,46616,63098.893730953,
north,NN,of,P,78870,113561.980238906,
nose,NN,of,P,24590,6630.02998923294,
note,NN,as,P,22734,2911.56057324822,
note,NN,be,V,82923,-42559.7466905661,
note,NN,for,P,41988,4122.01745038843,
note,NN,from,P,32937,22675.5186687328,
note,NN,if,P,24771,28887.5772767898,
note,NN,in,P,73302,5097.21546647293,
note,NN,make,V,29587,39222.6791029704,
note,NN,of,P,147689,48807.5176162983,
note,NN,on,P,84135,93737.3454216881,
note,NN,take,V,62650,153621.658753987,
note,NN,that,P,163486,306587.495342558,
note,NN,with,P,32817,5571.95681943831,
nothing,NN,about,P,102438,207322.097100102,
nothing,NN,absolutely,ADV,29370,116884.864336202,
nothing,NN,as,P,26317,-12614.6883921225,
nothing,NN,at,P,38396,2590.75608657279,
nothing,NN,be,V,651037,516695.158680998,
nothing,NN,do,V,326555,708087.395298512,
nothing,NN,else,ADV,78486,317284.815365764,
nothing,NN,for,P,85045,4269.90567519543,
nothing,NN,from,P,24750,-8689.23728116609,
nothing,NN,get,V,30256,23123.8484585905,
nothing,NN,happen,V,38032,112681.816594886,
nothing,NN,have,V,326000,431612.626322298,
nothing,NN,if,P,43741,42911.5494541461,
nothing,NN,in,P,115453,-26548.1357120302,
nothing,NN,know,V,65234,133251.756415789,
nothing,NN,like,P,65392,132099.50467013,
nothing,NN,mean,V,21317,41879.7378331222,
nothing,NN,more,ADJ,32612,37066.7829766118,
nothing,NN,more,ADV,60030,112848.092425703,
nothing,NN,new,ADJ,27792,29468.357973837,
nothing,NN,of,P,111383,-78571.7304843705,
nothing,NN,on,P,30933,-19804.2112869225,
nothing,NN,really,ADV,25405,40115.8042815357,
nothing,NN,say,V,71983,133364.688360867,
nothing,NN,see,V,27160,27742.0444433513,
nothing,NN,than,P,85564,159802.394582062,
nothing,NN,that,P,48871,-4202.42290410156,
nothing,NN,with,P,86478,33291.5845676611,
nothing,NN,wrong,ADJ,58434,230603.980467828,
notice,NN,be,V,52806,-9343.54117770472,
notice,NN,give,V,26704,76706.0867033549,
notice,NN,in,P,27940,-3000.76786688674,
notice,NN,of,P,117450,104409.513368824,
notice,NN,on,P,24914,17059.3227438506,
notice,NN,take,V,32406,83621.4930625398,
notice,NN,that,P,26364,22097.6841269896,
notification,NN,of,P,24542,20476.4415706849,
notion,NN,be,V,23001,-15337.0395266803,
notion,NN,of,P,185864,313961.768769373,
notion,NN,that,P,80619,185193.176536708,
novel,NN,be,V,60810,-4446.95722096072,
novel,NN,first,ADJ,20841,54234.1445358529,
novel,NN,in,P,51476,24005.2486963744,
novel,NN,of,P,74660,29758.3117731279,
novel,NN,write,V,20453,66311.4834378905,
number,NN,about,P,20948,-10035.2061582203,
number,NN,as,P,66067,-31355.350663837,
number,NN,at,P,56861,-25905.0977684174,
number,NN,be,V,441305,-225461.933997996,
number,NN,by,P,88545,-8638.49734074883,
number,NN,case,NN,21757,17352.9279477326,
number,NN,child,NN,20563,13601.7872461964,
number,NN,different,ADJ,46755,66834.7299938297,
number,NN,do,V,23867,-32541.7802178353,
number,NN,for,P,163192,-34884.4007252244,
number,NN,from,P,58658,-23691.9220006402,
number,NN,give,V,22462,5444.78213381349,
number,NN,good,ADJ,26023,-6343.7870775451,
number,NN,great,ADJ,53526,67448.2476994203,
number,NN,grow,V,44665,99000.2169962091,
number,NN,have,V,121718,-70224.3246652126,
number,NN,high,ADJ,46029,59395.0940347364,
number,NN,huge,ADJ,26364,61203.9866360207,
number,NN,if,P,22522,-13478.8194932577,
number,NN,in,P,355397,-7567.48193313259,
number,NN,include,V,25244,10849.8397463365,
number,NN,increase,V,98174,286281.660549696,
number,NN,large,ADJ,232393,733583.888246147,
number,NN,limited,ADJ,31165,101471.443518262,
number,NN,make,V,23798,-13363.4959572078,
number,NN,new,ADJ,30169,6838.32488016143,
number,NN,not,ADV,24174,-31763.4564620263,
number,NN,of,P,3203440,5567158.92278699,
number,NN,on,P,158655,12527.6812237849,
number,NN,other,ADJ,57774,34650.9767492151,
number,NN,people,NN,131823,183953.588236383,
number,NN,phone,NN,65844,211002.762440303,
number,NN,reason,NN,21259,30533.892112397,
number,NN,reduce,V,50428,130419.740685566,
number,NN,same,ADJ,26103,19285.979396869,
number,NN,see,V,22530,-1829.09291172876,
number,NN,significant,ADJ,34145,81791.3771812942,
number,NN,small,ADJ,105600,253999.941019299,
number,NN,student,NN,26570,27423.4038171765,
number,NN,telephone,NN,31814,125150.351532734,
number,NN,than,P,22282,-8769.46055009992,
number,NN,that,P,89695,-35382.5870432901,
number,NN,time,NN,43021,12355.7537894973,
number,NN,total,ADJ,49614,160757.367598109,
number,NN,use,V,23584,-6713.07881303476,
number,NN,very,ADV,27156,1555.07121007603,
number,NN,way,NN,22232,4733.31566200868,
number,NN,with,P,130262,-15773.1584099176,
number,NN,year,NN,62434,50827.1844410863,
nurse,NN,be,V,32832,-1909.16884642073,
nurse,NN,doctor,NN,21324,122684.646490572,
nursing,NN,home,NN,29401,143875.325041549,
nut,NN,be,V,20275,1014.16928706848,
o,NN,at,P,28705,59600.3531581462,
o,NN,clock,NN,75642,616196.115223516,
object,NN,as,P,41826,32658.4400864359,
object,NN,be,V,161344,31538.1535014347,
object,NN,for,P,35787,-663.434953087605,
object,NN,from,P,26471,13579.4589270722,
object,NN,have,V,25448,-10928.524621832,
object,NN,in,P,80362,16440.46898294,
object,NN,of,P,233813,194760.925126504,
object,NN,on,P,27975,1569.62754348165,
object,NN,other,ADJ,20896,27067.7127381696,
object,NN,that,P,25305,1333.00431747722,
object,NN,with,P,38623,14513.7285530703,
objection,NN,be,V,28328,12488.7520441861,
objective,NN,be,V,74319,32583.9063610916,
objective,NN,of,P,102217,104638.246816655,
obligation,NN,be,V,28512,-7275.7656780129,
obligation,NN,have,V,23213,17669.4939631682,
obligation,NN,of,P,45078,21160.0455331143,
obligation,NN,under,P,25065,96585.6297416939,
observation,NN,be,V,43561,-7795.68717637948,
observation,NN,in,P,22091,-3354.43595717237,
observation,NN,of,P,89539,72354.1991439003,
observation,NN,on,P,26933,25669.6808082108,
observation,NN,that,P,27975,30434.8834624115,
obsession,NN,with,P,32594,93981.5072991527,
occasion,NN,be,V,45112,-12192.4924570227,
occasion,NN,for,P,41454,38846.8995214027,
occasion,NN,have,V,25374,9547.97977147672,
occasion,NN,of,P,53366,8766.79835929782,
occasion,NN,on,P,225830,666927.212363148,
occasion,NN,several,ADJ,22663,84418.7826489979,
occasion,NN,special,ADJ,22219,93561.6349152616,
occupation,NN,be,V,20093,-6747.33592350451,
occupation,NN,in,P,23912,13015.5304390953,
occupation,NN,of,P,66195,74333.7435704965,
occurrence,NN,of,P,45193,69495.0831272661,
ocean,NN,be,V,20584,-8041.37168738725,
ocean,NN,in,P,31865,23976.4630295024,
ocean,NN,of,P,46777,32591.3684806699,
odd,NN,at,P,34290,90158.0685841815,
odd,NN,be,V,39731,26704.0503882476,
odd,NN,of,P,23717,10025.2832052951,
odd,NN,with,P,29354,58103.8083283803,
offence,NN,be,V,36020,7953.27755666596,
offence,NN,for,P,23180,24848.0630844673,
offence,NN,of,P,46101,33842.0483850617,
offender,NN,be,V,21300,3677.30120839998,
offer,NN,be,V,73245,-7419.00120843897,
offer,NN,for,P,35973,17253.1027395151,
offer,NN,from,P,20901,16087.6679947169,
offer,NN,in,P,22263,-13047.6350717161,
offer,NN,of,P,74924,14077.9926733507,
offer,NN,on,P,101478,186476.585203197,
offer,NN,special,ADJ,20979,80512.7447099635,
offering,NN,be,V,20131,-9278.56112824369,
offering,NN,of,P,29314,5318.09013176498,
office,NN,Ipswich,NE,27136,177076.318781848,
office,NN,as,P,26187,-3932.72599115903,
office,NN,at,P,66327,62893.1161225105,
office,NN,be,V,125550,-65047.8788997683,
office,NN,box,NN,29308,114882.262218297,
office,NN,by,P,22313,-5044.41076896823,
office,NN,for,P,88179,37079.7524430802,
office,NN,from,P,46933,29235.7311039532,
office,NN,have,V,50961,-10078.1530516611,
office,NN,home,NN,24405,54470.0070608591,
office,NN,in,P,294677,306811.304267804,
office,NN,into,P,27834,32991.1004896951,
office,NN,of,P,232448,84699.8625099235,
office,NN,on,P,36622,-5027.98480384646,
office,NN,post,NN,48406,189460.44269951,
office,NN,take,V,23558,24837.4951814517,
office,NN,with,P,49608,8103.13682267442,
officer,NN,as,P,21073,1236.35573696778,
officer,NN,at,P,25183,10222.2650468435,
officer,NN,be,V,110801,-24038.5497975683,
officer,NN,by,P,29828,14625.3339513592,
officer,NN,chief,ADJ,46260,258131.356026599,
officer,NN,for,P,39066,1269.97162332943,
officer,NN,from,P,22376,6898.78784122414,
officer,NN,have,V,46522,6383.83307331973,
officer,NN,in,P,62461,-5249.21980254829,
officer,NN,of,P,112720,7523.10227359764,
officer,NN,on,P,20982,-5626.5149282021,
officer,NN,police,NN,125150,688206.198578483,
officer,NN,senior,ADJ,22401,101890.417376824,
officer,NN,that,P,31067,6872.04015094076,
officer,NN,with,P,26904,-603.042086414477,
official,NN,be,V,67030,-33820.9538219816,
official,NN,by,P,25700,14298.1771561598,
official,NN,elect,V,22716,116445.66831869,
official,NN,from,P,24762,15466.7599353527,
official,NN,government,NN,48534,174458.760629368,
official,NN,have,V,46014,15701.16120635,
official,NN,in,P,45617,-8362.43158405087,
official,NN,of,P,54623,-24183.0645833542,
official,NN,say,V,67192,185386.847683866,
official,NN,senior,ADJ,23922,115522.992745807,
official,NN,that,P,37556,23505.21788827,
official,NN,with,P,28210,6769.56816232749,
oil,NN,as,P,22717,-289.721900156596,
oil,NN,be,V,110568,-40423.8986053718,
oil,NN,company,NN,33435,95777.4609936223,
oil,NN,crude,ADJ,21448,135189.841471001,
oil,NN,for,P,50569,7284.46306607669,
oil,NN,from,P,38964,27914.4531395611,
oil,NN,gas,NN,64168,328617.45426081,
oil,NN,have,V,30993,-12877.1805594279,
oil,NN,in,P,101559,25949.6433071104,
oil,NN,of,P,163999,48404.3640744999,
oil,NN,olive,ADJ,43014,304556.264130547,
oil,NN,on,P,41252,10780.4235715917,
oil,NN,price,NN,38928,142646.167607113,
oil,NN,with,P,44704,15147.0033553271,
old,NN,year,NN,49024,258111.517777401,
one,NN,as,P,28184,9160.3291200758,
one,NN,be,V,231611,114869.276690832,
one,NN,do,V,25684,9283.25325139901,
one,NN,for,P,34679,-3850.16826222399,
one,NN,from,P,20525,4054.7842022426,
one,NN,good,ADJ,32267,52363.5685333854,
one,NN,have,V,58380,19840.8315685734,
one,NN,in,P,54007,-13711.3972433442,
one,NN,like,P,21119,34333.2840406793,
one,NN,little,ADJ,21328,57186.0510686019,
one,NN,love,V,57079,254960.227047098,
one,NN,new,ADJ,50846,122039.898631852,
one,NN,of,P,51791,-38085.1424728752,
one,NN,old,ADJ,24791,67191.3840228726,
one,NN,on,P,24582,-3299.46471466584,
one,NN,only,ADJ,33626,119919.102595984,
one,NN,than,P,24791,33831.4712200809,
one,NN,that,P,22389,-2928.23405251211,
one,NN,with,P,41325,15801.2286521715,
onset,NN,of,P,41513,78183.5986771193,
opening,NN,at,P,20124,20486.0584303607,
opening,NN,be,V,35995,-18176.7582985192,
opening,NN,for,P,30229,18511.8072984029,
opening,NN,in,P,56803,37338.5974345964,
opening,NN,of,P,124472,124751.260422334,
opening,NN,on,P,21721,13093.0627383841,
operation,NN,at,P,20275,2928.10997365188,
operation,NN,be,V,110727,-29048.0692824951,
operation,NN,for,P,62310,28329.7887194556,
operation,NN,have,V,29685,-10591.0327737093,
operation,NN,in,P,143175,100332.223143419,
operation,NN,of,P,228464,166434.722421648,
operation,NN,on,P,37576,10138.8505141039,
operation,NN,with,P,26837,-1868.58012453379,
operator,NN,be,V,36285,-7437.74576333173,
operator,NN,of,P,33822,-295.987718924016,
opinion,NN,about,P,32616,53190.1775387531,
opinion,NN,be,V,144437,5676.737254747,
opinion,NN,express,V,28294,126070.467406822,
opinion,NN,for,P,23754,-11255.7349224545,
opinion,NN,have,V,44751,4007.79361035511,
opinion,NN,in,P,249528,322424.152629361,
opinion,NN,of,P,204668,133928.832484686,
opinion,NN,on,P,112098,156791.111466652,
opinion,NN,public,ADJ,51100,186733.685788966,
opinion,NN,recommendation,NN,24783,121809.616893451,
opinion,NN,that,P,72300,76422.9763539265,
opinion,NN,with,P,21307,-5635.84118059976,
opponent,NN,be,V,23686,-6111.25245231723,
opponent,NN,of,P,50219,38167.495496464,
opportunity,NN,as,P,40028,967.246125750608,
opportunity,NN,at,P,24613,-7213.27375554865,
opportunity,NN,be,V,181418,-72563.028483267,
opportunity,NN,business,NN,20260,36818.6178268716,
opportunity,NN,create,V,31103,73552.8038048356,
opportunity,NN,do,V,20248,-10691.9646805783,
opportunity,NN,equal,ADJ,24098,99814.1731656555,
opportunity,NN,excellent,ADJ,23308,75180.3092316242,
opportunity,NN,exciting,ADJ,21231,86841.1100883812,
opportunity,NN,for,P,419528,725906.614320365,
opportunity,NN,get,V,37021,38879.4621573052,
opportunity,NN,give,V,55770,119998.328559478,
opportunity,NN,good,ADJ,32717,32225.9696423428,
opportunity,NN,great,ADJ,53690,121501.300011377,
opportunity,NN,have,V,228876,241323.274509266,
opportunity,NN,in,P,63950,-47103.8623246154,
opportunity,NN,learn,V,32721,87165.9663043035,
opportunity,NN,make,V,25486,12917.3958919234,
opportunity,NN,many,ADJ,23182,22545.6228922465,
opportunity,NN,miss,V,25083,86282.5888042336,
opportunity,NN,more,ADJ,24655,23201.2218696726,
opportunity,NN,new,ADJ,40343,61205.3314729514,
opportunity,NN,of,P,163664,-38697.0964122285,
opportunity,NN,offer,V,42646,119007.846335985,
opportunity,NN,on,P,20111,-19842.5108341179,
opportunity,NN,provide,V,87379,245735.814692691,
opportunity,NN,see,V,28557,33003.9888963619,
opportunity,NN,student,NN,21269,38484.9924746568,
opportunity,NN,take,V,68862,129252.47878295,
opportunity,NN,that,P,22086,-17582.5344734593,
opportunity,NN,unique,ADJ,22179,77396.882779299,
opportunity,NN,with,P,56138,2078.83938691996,
opportunity,NN,work,V,24419,31554.5200178489,
opposite,NN,be,V,37284,29920.7955775876,
opposite,NN,of,P,49473,66882.352074421,
opposition,NN,be,V,36030,-10529.8744722123,
opposition,NN,in,P,59086,53679.3390133771,
opposition,NN,of,P,53973,20423.4871375309,
oppression,NN,of,P,28475,39122.1031930294,
option,NN,as,P,38043,11683.3016311488,
option,NN,at,P,21133,-2360.57585094249,
option,NN,available,ADJ,46209,145745.400530472,
option,NN,be,V,241322,52887.4141840641,
option,NN,for,P,170448,198299.076848777,
option,NN,good,ADJ,56266,104710.624809297,
option,NN,have,V,100937,57484.2481154917,
option,NN,in,P,57103,-29465.8622754177,
option,NN,include,V,23335,39315.3675559453,
option,NN,many,ADJ,20433,24113.5848630207,
option,NN,not,ADV,31175,8543.41395781647,
option,NN,of,P,183358,38686.3960816626,
option,NN,on,P,36898,-1695.59426270834,
option,NN,only,ADJ,27130,82305.0463580433,
option,NN,other,ADJ,55639,105478.88922116,
option,NN,that,P,20630,-10943.927071763,
option,NN,with,P,48803,11264.4829928019,
order,NN,achieve,V,20622,54043.3566365463,
order,NN,as,P,20777,-22529.3010664659,
order,NN,avoid,V,24319,72200.0903223336,
order,NN,be,V,245655,-135017.586864137,
order,NN,by,P,51635,-4636.21069590706,
order,NN,court,NN,28955,81286.3623326707,
order,NN,do,V,35455,-14912.8084780693,
order,NN,ensure,V,23275,57170.7780318525,
order,NN,for,P,150228,37639.2250860922,
order,NN,from,P,39123,-10243.5412246118,
order,NN,get,V,57365,59394.52321149,
order,NN,give,V,34720,42531.1025373233,
order,NN,have,V,52808,-45673.8217091224,
order,NN,in,P,1638743,3366371.09531256,
order,NN,keep,V,25003,38804.7859612442,
order,NN,make,V,86280,109881.135947469,
order,NN,new,ADJ,20058,7332.48252908824,
order,NN,not,ADV,25898,-18076.2752970853,
order,NN,of,P,334055,8110.06832639099,
order,NN,on,P,55679,-23445.5163420678,
order,NN,place,V,29790,85383.3313113549,
order,NN,provide,V,23797,25197.0423234661,
order,NN,take,V,27883,14502.5291542687,
order,NN,that,P,91851,16198.7991892706,
order,NN,under,P,21036,25876.9276719724,
order,NN,with,P,39098,-30397.9478432281,
organ,NN,be,V,22915,-3701.06022075255,
organ,NN,of,P,39451,25575.2161471761,
organisation,NN,as,P,28972,16043.0241365973,
organisation,NN,be,V,89845,-22449.3277728797,
organisation,NN,by,P,21541,7357.71317722933,
organisation,NN,for,P,45573,16556.9566249324,
organisation,NN,have,V,43108,10248.4994872053,
organisation,NN,in,P,75906,21834.240156613,
organisation,NN,of,P,117894,33995.3889706604,
organisation,NN,other,ADJ,31697,58707.0292859888,
organisation,NN,that,P,24438,3859.46321915682,
organisation,NN,with,P,41023,23636.5631629144,
organism,NN,of,P,29997,22257.3664577716,
organization,NN,as,P,29150,9845.5075995522,
organization,NN,be,V,103730,-34052.0774581565,
organization,NN,by,P,24807,6465.23631975829,
organization,NN,for,P,50406,12197.5900998513,
organization,NN,have,V,46746,4517.81381733693,
organization,NN,in,P,90883,22321.9064038234,
organization,NN,non-profit,ADJ,21606,141977.540939602,
organization,NN,of,P,147872,43297.2892507466,
organization,NN,other,ADJ,32313,53292.7143759129,
organization,NN,that,P,26440,384.789353652903,
organization,NN,with,P,41166,14718.6532487748,
orientation,NN,of,P,24744,15531.8094592484,
orientation,NN,sexual,ADJ,37584,267629.982028173,
origin,NN,be,V,30052,-13545.7276122811,
origin,NN,in,P,34658,13792.5788168898,
origin,NN,of,P,208230,364713.586358589,
other,NN,about,P,23575,10026.477702255,
other,NN,among,P,70006,251168.441465662,
other,NN,as,P,79131,38936.1603737872,
other,NN,at,P,29461,-9631.32864340544,
other,NN,be,V,327444,-7566.1146279232,
other,NN,by,P,78434,44503.2078999333,
other,NN,do,V,76944,45653.0742704533,
other,NN,for,P,132347,48035.0420829778,
other,NN,from,P,71511,41507.7651203351,
other,NN,have,V,188287,121544.62636598,
other,NN,help,V,44016,98819.2081024826,
other,NN,in,P,176516,11490.1019482411,
other,NN,like,P,45354,69151.6539923968,
other,NN,make,V,24155,5786.62144931272,
other,NN,many,ADJ,121698,294152.856506893,
other,NN,n&apos;t,ADV,22633,-1577.7277959529,
other,NN,not,ADV,56011,17505.119740356,
other,NN,of,P,261026,4364.16624384574,
other,NN,on,P,72705,6169.07163363123,
other,NN,say,V,36380,37864.5719281792,
other,NN,see,V,28972,27711.9537109186,
other,NN,so,ADV,27611,14434.163209933,
other,NN,than,P,111762,224109.210314811,
other,NN,that,P,88952,34105.6195333876,
other,NN,think,V,20504,18254.7201073937,
other,NN,well,ADV,20175,12375.9687253679,
other,NN,while,P,83154,236736.793594342,
other,NN,with,P,172459,163100.441146298,
ounce,NN,of,P,28878,47356.5567436076,
out,NN,of,P,44165,73463.4235838836,
outbreak,NN,of,P,50462,81704.4319139933,
outcome,NN,be,V,86374,11363.0026128678,
outcome,NN,for,P,62028,67759.3321983787,
outcome,NN,good,ADJ,21880,40616.2734093073,
outcome,NN,in,P,43823,6973.7228801614,
outcome,NN,of,P,161033,164414.906976946,
outcome,NN,on,P,24743,12229.8695930368,
outcome,NN,that,P,21957,10357.0696575597,
outlet,NN,medium,NN,22011,112198.460363837,
outline,NN,of,P,39482,55140.3057915304,
output,NN,be,V,56264,-2412.30400202682,
output,NN,from,P,22303,25800.1729942358,
output,NN,in,P,28687,-297.760493718337,
output,NN,of,P,83341,51382.5509653711,
outset,NN,at,P,28582,104170.308670872,
outset,NN,from,P,27970,101909.828466181,
outside,NN,from,P,34913,86733.0326649701,
outside,NN,of,P,80965,118770.082990113,
outside,NN,on,P,36265,72896.5887458551,
